iter	MAE
232	0.06765101866
233	0.06765090787
234	0.06764937094
235	0.06764875312
236	0.06764692878
237	0.06764454527
238	0.06764356921
239	0.0676431162
240	0.06764119065
241	0.06763997193
242	0.0676356
243	0.06763432005
244	0.06763369075
245	0.06763216845
246	0.06762874449
247	0.06762628813
248	0.06762147051
249	0.06762006296
250	0.06761906264
251	0.06761741707
252	0.06761462795
253	0.06761360189
254	0.06761136357
255	0.06761024663
256	0.06760674952
257	0.06760668363
258	0.06760637447
259	0.06760377907
260	0.06760118328
261	0.06760118193
262	0.06760009723
263	0.06759823686
264	0.06759756897
265	0.0675962078
266	0.06759538927
267	0.06759402602
268	0.06759213677
269	0.06758942218
270	0.06758755323
271	0.06758493057
272	0.06758369411
273	0.06758177411
274	0.06758052854
275	0.06757844503
276	0.06757725033
277	0.06757558514
278	0.06757231467
279	0.06757095976
280	0.06756853654
281	0.06756761384
282	0.06756659129
283	0.06756620285
284	0.0675655758
285	0.06756458294
286	0.06756414761
287	0.06756199628
288	0.06756012463
289	0.06755868742
290	0.06755763619
291	0.06755544698
292	0.0675542253
293	0.0675498785
294	0.06754865021
295	0.06754762728
296	0.06754632296
297	0.06754566623
298	0.06754522072
299	0.06754377647
300	0.06754310018
301	0.06754179708
302	0.06754143178
303	0.06753986992
304	0.06753797515
305	0.06753528007
306	0.06753430764
307	0.06753251193
308	0.06753027116
309	0.06752802718
310	0.06752760961
311	0.06752697337
312	0.06752662075
313	0.06752463903
314	0.06752405686
315	0.06752190102
316	0.06752095658
317	0.06751892672
318	0.06751834594
319	0.06751727076
320	0.0675162535
321	0.06751475922
322	0.06751379784
323	0.06751191104
324	0.06750982165
325	0.06750757988
326	0.06750668754
327	0.06750517003
328	0.06750209226
329	0.06750186709
330	0.06749958285
331	0.06749805469
332	0.06749646312
333	0.06749578493
334	0.06749523716
335	0.06749115331
336	0.06748910693
337	0.06748753298
338	0.06748648811
339	0.06748524393
340	0.06748335807
341	0.06748267501
342	0.06748244068
343	0.06748113914
344	0.06748081574
345	0.0674771246
346	0.06747466073
347	0.06747379113
348	0.06747162683
349	0.06747043362
350	0.06746987953
351	0.06746915163
352	0.06746699525
353	0.06746553346
354	0.06746404258
355	0.06746312723
356	0.06746107047
357	0.06745669692
358	0.06745449475
359	0.06745324723
360	0.06745290639
361	0.06745012972
362	0.06744554601
363	0.06744514632
364	0.06744384327
365	0.06744127985
366	0.06744039258
367	0.06743763541
368	0.0674362333
369	0.0674345072
370	0.06743238108
371	0.06743148573
372	0.06743097136
373	0.06743001186
374	0.06742948083
375	0.06742832697
376	0.06742423445
377	0.06742317993
378	0.06742277696
379	0.06742160763
380	0.06742076042
381	0.06741860164
382	0.06741842266
383	0.06741746044
384	0.0674158087
385	0.06741402812
386	0.06741355025
387	0.06741182971
388	0.06740949038
389	0.06740839163
390	0.06740663478
391	0.06740622629
392	0.06740291195
393	0.06740276573
394	0.0674016357
395	0.06740093629
396	0.06739941543
397	0.06739611043
398	0.06739545778
399	0.06739520926
400	0.06739374119
401	0.06739234217
402	0.06738999097
403	0.06738933219
404	0.06738901085
405	0.0673867523
406	0.06738567532
407	0.06738421392
408	0.06738000677
409	0.06737881653
410	0.06737768666
411	0.06737606245
412	0.06737362976
413	0.06737021
414	0.06736846902
415	0.0673679898
416	0.06736752
417	0.06736648264
418	0.06736417908
419	0.0673623253
420	0.06736139158
421	0.06736104729
422	0.06736061102
423	0.06735930899
424	0.06735834098
425	0.06735737764
426	0.06735585918
427	0.06735473425
428	0.06735329617
429	0.06735123198
430	0.06735061264
431	0.06734806831
432	0.06734736084
433	0.06734671528
434	0.06734671519
435	0.06734563397
436	0.06734509317
437	0.06734425831
438	0.06734257252
439	0.06734055453
440	0.06733970757
441	0.06733785668
442	0.06733655912
443	0.06733570199
444	0.06733510185
445	0.0673341575
446	0.06733204883
447	0.06733136887
448	0.06732953381
449	0.06732922406
450	0.06732838846
451	0.06732763981
452	0.06732672939
453	0.06732671121
454	0.06732665923
455	0.06732577091
456	0.06732471881
457	0.06732396872
458	0.06732326686
459	0.06732273446
460	0.06732183446
461	0.06732167184
462	0.06731877431
463	0.06731762353
464	0.06731723653
465	0.06731630351
466	0.06731434998
467	0.0673117057
468	0.06731123678
469	0.06730772021
470	0.06730606781
471	0.06730428173
472	0.06730383585
473	0.06730314736
474	0.06730206705
475	0.06730063908
476	0.06729722667
477	0.06729506784
478	0.06729316321
479	0.06729287452
480	0.06729200434
481	0.06729153777
482	0.06729047612
483	0.06729021162
484	0.06728973139
485	0.067288336
486	0.06728514566
487	0.06728390923
488	0.06728227111
489	0.06727921424
490	0.06727881471
491	0.06727881095
492	0.06727817205
493	0.06727742705
494	0.06727517661
495	0.06727379526
496	0.06727274443
497	0.06727123725
498	0.06726848255
499	0.06726806259
500	0.06726723727
501	0.06726560031
502	0.0672651947
503	0.06726478765
504	0.06726413828
505	0.06726350511
506	0.06726221531
507	0.06726203852
508	0.06726052703
509	0.06725906587
510	0.06725811207
511	0.06725629392
512	0.06725591168
513	0.06725536934
514	0.06725441155
515	0.06725332759
516	0.06725231981
517	0.06725071538
518	0.06724929134
519	0.06724596538
520	0.06724490986
521	0.06724462168
522	0.06724334609
523	0.06724163292
524	0.06724053665
525	0.06724007621
526	0.06723954881
527	0.06723751178
528	0.06723665119
529	0.06723544072
530	0.06723524649
531	0.06723477398
532	0.06723335019
533	0.06722987882
534	0.06722842607
535	0.06722579496
536	0.06722292833
537	0.06722243896
538	0.06722152198
539	0.06722071771
540	0.06721683419
541	0.06721477227
542	0.06721289113
543	0.06721205989
544	0.06720953156
545	0.06720915614
546	0.06720804333
547	0.06720720595
548	0.06720632806
549	0.06720555539
550	0.06720468062
551	0.06720285929
552	0.0672028629
553	0.06720187997
554	0.06720132862
555	0.0672008995
556	0.06719919725
557	0.06719770403
558	0.0671962065
559	0.06719579378
560	0.06719478595
561	0.06719284275
562	0.06718909007
563	0.06718795135
564	0.06718684874
565	0.06718547158
566	0.06718491803
567	0.06718471347
568	0.06718426384
569	0.06718318676
570	0.0671823805
571	0.06718045897
572	0.06717969342
573	0.06717900983
574	0.06717825008
575	0.06717674119
576	0.06717596724
577	0.06717505306
578	0.06717263028
579	0.06717129145
580	0.0671688549
581	0.06716623773
582	0.06716573703
583	0.06716573694
584	0.06716285128
585	0.06716127939
586	0.06716002341
587	0.06715927306
588	0.06715891703
589	0.0671580325
590	0.06715733904
591	0.06715609942
592	0.06715477243
593	0.06715422978
594	0.06715387917
595	0.06715232464
596	0.06715157652
597	0.06715064061
598	0.06715015475
599	0.06714964931
600	0.06714749644
601	0.06714715708
602	0.06714640918
603	0.06714343908
604	0.0671429324
605	0.06714251158
606	0.06714225255
607	0.06714189171
608	0.06714042786
609	0.06713816553
610	0.06713683198
611	0.06713533024
612	0.06713428366
613	0.06713316125
614	0.06713198697
615	0.06713081747
616	0.06713038564
617	0.06712983791
618	0.06712900534
619	0.06712791904
620	0.06712701442
621	0.06712676121
622	0.06712554822
623	0.06712525802
624	0.067123012
625	0.06712211243
626	0.06712160887
627	0.06711896917
628	0.06711759733
629	0.06711708453
630	0.06711597492
631	0.06711371489
632	0.06711151229
633	0.06711149968
634	0.06711112709
635	0.06711005673
636	0.06710821598
637	0.06710697536
638	0.06710538312
639	0.06710427778
640	0.06710383958
641	0.06710306326
642	0.0671024564
643	0.06710194097
644	0.0671013634
645	0.06710067632
646	0.06709935863
647	0.06709907039
648	0.06709834615
649	0.06709729064
650	0.06709575082
651	0.06709494066
652	0.06709375885
653	0.06709300123
654	0.067089949
655	0.06708819451
656	0.06708782481
657	0.06708735951
658	0.06708699939
659	0.06708629917
660	0.06708534678
661	0.06708476371
662	0.0670842382
663	0.06708247922
664	0.06708199554
665	0.06708144867
666	0.06708023127
667	0.0670802263
668	0.06707976306
669	0.06707731428
670	0.06707571759
671	0.06707527163
672	0.06707419741
673	0.06707303807
674	0.06707110959
675	0.06707078205
676	0.06707068355
677	0.06706942747
678	0.06706838123
679	0.06706790719
680	0.06706715492
681	0.06706686504
682	0.06706596884
683	0.06706518317
684	0.0670645799
685	0.06706295878
686	0.0670613456
687	0.06706096179
688	0.06706079189
689	0.06705862671

